Caption	Title	Extra	Gi	CreateDate	UpdateDate	Flags	TaxId	Slen	Biomol	MolType	Topology	SourceDb	SegSetSize	ProjectId	Genome	SubType	SubName	AssemblyGi	AssemblyAcc	Tech	Completeness	GeneticCode	Strand	Organism	Strain	BioSample
KM010054	Otidea subformicarum voucher S-F242696 internal transcribed spacer 2, partial sequence	gi|831204109|gb|KM010054.1|	831204109	2015/06/17	2015/06/17	0	1570478	536	genomic	dna	linear	insd	0	0	NA	specimen_voucher|type_material|country|collection_date|collected_by|note	S-F242696|holotype of Otidea subformicarum|Spain: Huesca, Bielsa|13-Oct-2012|J.C. Campos & J. Herranz|holotype	0	NA	NA	NA	1	NA	Otidea subformicarum	NA	NA
KM010055	Otidea aff. subformicarum FH301035 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	gi|831204110|gb|KM010055.1|	831204110	2015/06/17	2015/06/17	0	1571536	690	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	FH301035|Mexico: Salazar, Parque Nacional Miguel Hidalgo|23-Sep-2007|J. Hernandez	0	NA	NA	NA	1	NA	Otidea aff. subformicarum FH301035	NA	NA
KM010056	Otidea aff. subformicarum FH301036 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	gi|831204111|gb|KM010056.1|	831204111	2015/06/17	2015/06/17	0	1571537	1418	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	FH301036|Mexico: Veracruz, Camino de los Conejos|18-Sep-2007|M.E. Smith	0	NA	NA	NA	1	NA	Otidea aff. subformicarum FH301036	NA	NA
KM010057	Otidea sp. A KH-2014 voucher MK942 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|831204112|gb|KM010057.1|	831204112	2015/06/17	2015/06/17	0	1570471	621	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	MK942|Sweden: Lapland, Arvidsjaur, Lillaan Allmanningreservat|12-Sep-2009|M. Karstrom	0	NA	NA	NA	1	NA	Otidea sp. A KH-2014	NA	NA
KM823492	Otidea propinquata voucher JS.08.67 (S) 28S ribosomal RNA gene, partial sequence	gi|719762795|gb|KM823492.1|	719762795	2015/06/11	2015/06/11	0	1570467	868	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	JS.08.67 (S)|Sweden|apothecium	0	NA	NA	NA	1	NA	Otidea propinquata	NA	NA
KM010059	Otidea alutacea voucher KH.09.170 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|831204114|gb|KM010059.1|	831204114	2015/06/17	2015/06/17	0	88576	654	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	KH.09.170|Sweden: Uppland, Predikstolen|17-Sep-2009|K. Hansen & I. Olariaga	0	NA	NA	NA	1	NA	Otidea alutacea	NA	NA
KM010060	Otidea alutacea voucher KH.10.193 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|831204115|gb|KM010060.1|	831204115	2015/06/17	2015/06/17	0	88576	654	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	KH.10.193|Sweden: Uppland, Hansta naturreservat|08-Sep-2010|K. Hansen, K. Gillen & I. Olariaga	0	NA	NA	NA	1	NA	Otidea alutacea	NA	NA
KM010061	Otidea alutacea voucher KH.07.46 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|831204116|gb|KM010061.1|	831204116	2015/06/17	2015/06/17	0	88576	646	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	KH.07.46|Denmark: Eastern Falster, Korselitze-forests|05-Oct-2007|H. Knudsen	0	NA	NA	NA	1	NA	Otidea alutacea	NA	NA
KM010062	Otidea alutacea voucher JS.08.81 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|831204117|gb|KM010062.1|	831204117	2015/06/17	2015/06/17	0	88576	659	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	JS.08.81|Sweden: Stockholm, Stora skuggan|12-Sep-2008|J. Santos	0	NA	NA	NA	1	NA	Otidea alutacea	NA	NA
KM010063	Otidea alutacea voucher JS.08.43 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|831204118|gb|KM010063.1|	831204118	2015/06/17	2015/06/17	0	88576	649	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	JS.08.43|Sweden: Uppland, Nortalje|26-Aug-2008|J. Santos	0	NA	NA	NA	1	NA	Otidea alutacea	NA	NA
KM010064	Otidea alutacea voucher KH.09.135 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|831204119|gb|KM010064.1|	831204119	2015/06/17	2015/06/17	0	88576	650	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	KH.09.135|Norway: Gjorasvika, Leksvik|03-Sep-2009|V. Kucera & I. Kautmanova	0	NA	NA	NA	1	NA	Otidea alutacea	NA	NA
KM010065	Otidea alutacea voucher KH.10.198 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|831204120|gb|KM010065.1|	831204120	2015/06/17	2015/06/17	0	88576	754	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	KH.10.198|Sweden: Uppland, Predikstolen|06-Sep-2010|K. Hansen, K. Gillen & I. Olariaga	0	NA	NA	NA	1	NA	Otidea alutacea	NA	NA
KM010066	Otidea alutacea voucher KH.09.178 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|831204121|gb|KM010066.1|	831204121	2015/06/17	2015/06/17	0	88576	650	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	KH.09.178|Sweden: Uppland, Predikstolen|19-Sep-2009|K. Hansen & I. Olariaga	0	NA	NA	NA	1	NA	Otidea alutacea	NA	NA
KM823444	Otidea pseudoleporina voucher OSC 56760 RNA polymerase II second largest subunit (RPB2) gene, partial cds	gi|719762704|gb|KM823444.1|	719762704	2015/06/11	2017/03/15	0	1570477	713	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	OSC 56760|USA|apothecium	0	NA	NA	NA	1	NA	Otidea pseudoleporina	NA	NA
KM823435	Otidea papillata voucher H6003547 RNA polymerase II second largest subunit (RPB2) gene, partial cds	gi|719762685|gb|KM823435.1|	719762685	2015/06/11	2017/03/15	0	1421062	722	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|type_material|country|isolation_source	H6003547|holotype of Otidea papillata|Finland|apothecium	0	NA	NA	NA	1	NA	Otidea papillata	NA	NA
KM823436	Otidea phlebophora voucher JV06-385 (C) RNA polymerase II second largest subunit (RPB2) gene, partial cds	gi|719762687|gb|KM823436.1|	719762687	2015/06/11	2017/03/15	0	566117	1793	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	JV06-385 (C)|Denmark|apothecium	0	NA	NA	NA	1	NA	Otidea phlebophora	NA	NA
KM823437	Otidea platyspora voucher JV06-656 (C) RNA polymerase II second largest subunit (RPB2) gene, partial cds	gi|719762689|gb|KM823437.1|	719762689	2015/06/11	2017/03/15	0	566118	707	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	JV06-656 (C)|Denmark|apothecium	0	NA	NA	NA	1	NA	Otidea platyspora	NA	NA
KM823438	Otidea platyspora voucher KH.09.163 (S) RNA polymerase II second largest subunit (RPB2) gene, partial cds	gi|719762691|gb|KM823438.1|	719762691	2015/06/11	2017/03/15	0	566118	1789	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	KH.09.163 (S)|Sweden|apothecium	0	NA	NA	NA	1	NA	Otidea platyspora	NA	NA
KM823439	Otidea propinquata voucher KH.09.99 (S) RNA polymerase II second largest subunit (RPB2) gene, partial cds	gi|719762693|gb|KM823439.1|	719762693	2015/06/11	2017/03/15	0	1570467	1334	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	KH.09.99 (S)|Sweden|apothecium	0	NA	NA	NA	1	NA	Otidea propinquata	NA	NA
KM823440	Otidea propinquata voucher NV 2008.09.15 (S) RNA polymerase II second largest subunit (RPB2) gene, partial cds	gi|719762695|gb|KM823440.1|	719762695	2015/06/11	2017/03/15	0	1570467	584	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	NV 2008.09.15 (S)|France|apothecium	0	NA	NA	NA	1	NA	Otidea propinquata	NA	NA
KM823441	Otidea pseudoleporina voucher OSC 56809 RNA polymerase II second largest subunit (RPB2) gene, partial cds	gi|719762697|gb|KM823441.1|	719762697	2015/06/11	2017/03/15	0	1570477	715	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	OSC 56809|USA|apothecium	0	NA	NA	NA	1	NA	Otidea pseudoleporina	NA	NA
KM823442	Otidea pseudoleporina voucher Moorefun 14 (S) RNA polymerase II second largest subunit (RPB2) gene, partial cds	gi|719762699|gb|KM823442.1|	719762699	2015/06/11	2017/03/15	0	1570477	1691	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	Moorefun 14 (S)|USA|apothecium	0	NA	NA	NA	1	NA	Otidea pseudoleporina	NA	NA
KM823443	Otidea pseudoleporina voucher rh101910 (OSC) RNA polymerase II second largest subunit (RPB2) gene, partial cds	gi|719762702|gb|KM823443.1|	719762702	2015/06/11	2017/03/15	0	1570477	1761	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	rh101910 (OSC)|USA|apothecium	0	NA	NA	NA	1	NA	Otidea pseudoleporina	NA	NA
KM823434	Otidea papillata voucher TUR 102134 RNA polymerase II second largest subunit (RPB2) gene, partial cds	gi|719762683|gb|KM823434.1|	719762683	2015/06/11	2017/03/15	0	1421062	736	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	TUR 102134|Finland|apothecium	0	NA	NA	NA	1	NA	Otidea papillata	NA	NA
KM823445	Otidea rainierensis voucher A.H. Smith 30553 (MICH) RNA polymerase II second largest subunit (RPB2) gene, partial cds	gi|719762706|gb|KM823445.1|	719762706	2015/06/11	2017/03/15	0	88581	763	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	A.H. Smith 30553 (MICH)|USA|apothecium	0	NA	NA	NA	1	NA	Otidea rainierensis	NA	NA
KM823446	Otidea smithii voucher ecv3345 (S) RNA polymerase II second largest subunit (RPB2) gene, partial cds	gi|719762708|gb|KM823446.1|	719762708	2015/06/11	2017/03/15	0	88582	1657	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	ecv3345 (S)|USA|apothecium	0	NA	NA	NA	1	NA	Otidea smithii	NA	NA
KM823447	Otidea smithii voucher OSC 56799 RNA polymerase II second largest subunit (RPB2) gene, partial cds	gi|719762710|gb|KM823447.1|	719762710	2015/06/11	2017/03/15	0	88582	806	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	OSC 56799|USA|apothecium	0	NA	NA	NA	1	NA	Otidea smithii	NA	NA
KM823448	Otidea subformicarum voucher NV128 (S)(dupl. CMP 1179) RNA polymerase II second largest subunit (RPB2) gene, partial cds	gi|719762712|gb|KM823448.1|	719762712	2015/06/11	2017/03/15	0	1570478	1649	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	NV128 (S)(dupl. CMP 1179)|Spain|apothecium	0	NA	NA	NA	1	NA	Otidea subformicarum	NA	NA
KM823449	Otidea subformicarum voucher CL 050928-30 (S) RNA polymerase II second largest subunit (RPB2) gene, partial cds	gi|719762715|gb|KM823449.1|	719762715	2015/06/11	2017/03/15	0	1570478	1743	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	CL 050928-30 (S)|Italy|apothecium	0	NA	NA	NA	1	NA	Otidea subformicarum	NA	NA
KM823450	Otidea aff. subformicarum FH301036 RNA polymerase II second largest subunit (RPB2) gene, partial cds	gi|719762717|gb|KM823450.1|	719762717	2015/06/11	2017/03/15	0	1571537	1747	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	FH301036|Mexico|apothecium	0	NA	NA	NA	1	NA	Otidea aff. subformicarum FH301036	NA	NA
KM823451	Otidea aff. subformicarum FH301035 RNA polymerase II second largest subunit (RPB2) gene, partial cds	gi|719762719|gb|KM823451.1|	719762719	2015/06/11	2017/03/15	0	1571536	780	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	FH301035|Mexico|apothecium	0	NA	NA	NA	1	NA	Otidea aff. subformicarum FH301035	NA	NA
KM823452	Otidea tuomikoskii voucher KH.09.130 (S) RNA polymerase II second largest subunit (RPB2) gene, partial cds	gi|719762721|gb|KM823452.1|	719762721	2015/06/11	2017/03/15	0	88583	1790	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	KH.09.130 (S)|Norway|apothecium	0	NA	NA	NA	1	NA	Otidea tuomikoskii	NA	NA
KM823453	Otidea tuomikoskii voucher NV 2008.09.08 (S) RNA polymerase II second largest subunit (RPB2) gene, partial cds	gi|719762723|gb|KM823453.1|	719762723	2015/06/11	2017/03/15	0	88583	1790	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	NV 2008.09.08 (S)|France|apothecium	0	NA	NA	NA	1	NA	Otidea tuomikoskii	NA	NA
KM823425	Otidea nannfeldtii voucher NV 2008.10.01 (S) RNA polymerase II second largest subunit (RPB2) gene, partial cds	gi|719762665|gb|KM823425.1|	719762665	2015/06/11	2017/03/15	0	1421057	1774	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	NV 2008.10.01 (S)|France|apothecium	0	NA	NA	NA	1	NA	Otidea nannfeldtii	NA	NA
KM823416	Otidea minor voucher H6008618 RNA polymerase II second largest subunit (RPB2) gene, partial cds	gi|719762644|gb|KM823416.1|	719762644	2015/06/11	2017/03/15	0	1570475	1691	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	H6008618|Finland|apothecium	0	NA	NA	NA	1	NA	Otidea minor	NA	NA
KM823417	Otidea mirabilis voucher KH.09.188 (S) RNA polymerase II second largest subunit (RPB2) gene, partial cds	gi|719762647|gb|KM823417.1|	719762647	2015/06/11	2017/03/15	0	1125864	1790	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	KH.09.188 (S)|Sweden|apothecium	0	NA	NA	NA	1	NA	Otidea mirabilis	NA	NA
KM823418	Otidea mirabilis voucher KH.10.285 (S) RNA polymerase II second largest subunit (RPB2) gene, partial cds	gi|719762649|gb|KM823418.1|	719762649	2015/06/11	2017/03/15	0	1125864	707	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	KH.10.285 (S)|Sweden|apothecium	0	NA	NA	NA	1	NA	Otidea mirabilis	NA	NA
KM823419	Otidea mirabilis voucher KH.01.09 (C) RNA polymerase II second largest subunit (RPB2) gene, partial cds	gi|719762651|gb|KM823419.1|	719762651	2015/06/11	2017/03/15	0	1125864	1685	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	KH.01.09 (C)|Denmark|apothecium	0	NA	NA	NA	1	NA	Otidea mirabilis	NA	NA
KM823420	Otidea mirabilis voucher NV 2008.09.14 (S) RNA polymerase II second largest subunit (RPB2) gene, partial cds	gi|719762654|gb|KM823420.1|	719762654	2015/06/11	2017/03/15	0	1125864	1790	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	NV 2008.09.14 (S)|France|apothecium	0	NA	NA	NA	1	NA	Otidea mirabilis	NA	NA
KM823421	Otidea leporina voucher H6003548 RNA polymerase II second largest subunit (RPB2) gene, partial cds	gi|719762656|gb|KM823421.1|	719762656	2015/06/11	2017/03/15	0	47199	768	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|type_material|country|isolation_source	H6003548|holotype of Peziza leporina|Finland|apothecium	0	NA	NA	NA	1	NA	Otidea leporina	NA	NA
KM823422	Otidea nannfeldtii voucher KH.10.302 (S) RNA polymerase II second largest subunit (RPB2) gene, partial cds	gi|719762658|gb|KM823422.1|	719762658	2015/06/11	2017/03/15	0	1421057	1698	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	KH.10.302 (S)|Sweden|apothecium	0	NA	NA	NA	1	NA	Otidea nannfeldtii	NA	NA
KM823423	Otidea nannfeldtii voucher JS.08.103 (S) RNA polymerase II second largest subunit (RPB2) gene, partial cds	gi|719762660|gb|KM823423.1|	719762660	2015/06/11	2017/03/15	0	1421057	1751	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	JS.08.103 (S)|Sweden|apothecium	0	NA	NA	NA	1	NA	Otidea nannfeldtii	NA	NA
KM823424	Otidea nannfeldtii voucher rh101310 (OSC) RNA polymerase II second largest subunit (RPB2) gene, partial cds	gi|719762663|gb|KM823424.1|	719762663	2015/06/11	2017/03/15	0	1421057	762	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	rh101310 (OSC)|USA|apothecium	0	NA	NA	NA	1	NA	Otidea nannfeldtii	NA	NA
KM823454	Otidea tuomikoskii voucher OSC 56761 RNA polymerase II second largest subunit (RPB2) gene, partial cds	gi|719762725|gb|KM823454.1|	719762725	2015/06/11	2017/03/15	0	88583	728	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	OSC 56761|USA|apothecium	0	NA	NA	NA	1	NA	Otidea tuomikoskii	NA	NA
KM823426	Otidea nannfeldtii voucher H6002902 RNA polymerase II second largest subunit (RPB2) gene, partial cds	gi|719762667|gb|KM823426.1|	719762667	2015/06/11	2017/03/15	0	1421057	805	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|type_material|country|isolation_source	H6002902|holotype of Otidea nannfeldtii|Finland|apothecium	0	NA	NA	NA	1	NA	Otidea nannfeldtii	NA	NA
KM823427	Otidea onotica voucher C-F-89691 RNA polymerase II second largest subunit (RPB2) gene, partial cds	gi|719762669|gb|KM823427.1|	719762669	2015/06/11	2017/03/15	0	61494	810	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	C-F-89691|Denmark|apothecium	0	NA	NA	NA	1	NA	Otidea onotica	NA	NA
KM823428	Otidea onotica voucher KH.09.136 (S) RNA polymerase II second largest subunit (RPB2) gene, partial cds	gi|719762671|gb|KM823428.1|	719762671	2015/06/11	2017/03/15	0	61494	1730	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	KH.09.136 (S)|Norway|apothecium	0	NA	NA	NA	1	NA	Otidea onotica	NA	NA
KM823429	Otidea onotica voucher KH.10.284 (S) RNA polymerase II second largest subunit (RPB2) gene, partial cds	gi|719762673|gb|KM823429.1|	719762673	2015/06/11	2017/03/15	0	61494	1725	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|type_material|country|isolation_source	KH.10.284 (S)|epitype of Peziza onotica|Sweden|apothecium	0	NA	NA	NA	1	NA	Otidea onotica	NA	NA
KM823430	Otidea onotica voucher OSC 56759 RNA polymerase II second largest subunit (RPB2) gene, partial cds	gi|719762675|gb|KM823430.1|	719762675	2015/06/11	2017/03/15	0	61494	754	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	OSC 56759|USA|apothecium	0	NA	NA	NA	1	NA	Otidea onotica	NA	NA
KM823431	Otidea oregonensis voucher Moorefun 31 (S) RNA polymerase II second largest subunit (RPB2) gene, partial cds	gi|719762677|gb|KM823431.1|	719762677	2015/06/11	2017/03/15	0	1570476	1726	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	Moorefun 31 (S)|USA|apothecium	0	NA	NA	NA	1	NA	Otidea oregonensis	NA	NA
KM823432	Otidea oregonensis voucher Moorefun 58 (OSC Holotype RNA polymerase II second largest subunit (RPB2) gene, partial cds	gi|719762679|gb|KM823432.1|	719762679	2015/06/11	2017/03/15	0	1570476	1793	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	Moorefun 58 (OSC Holotype; S Isotype)|USA|apothecium	0	NA	NA	NA	1	NA	Otidea oregonensis	NA	NA
